ID,Probability
1077,0.3654
1078,0.4554
1080,0.562
1082,0.2117
1088,0.2399
1090,0.1932
1095,0.4992
1102,0.2141
1104,0.1608
1105,0.1311
1112,0.2781
1113,0.2522
1114,0.4913
1118,0.5394
1120,0.2547
1123,0.2592
1124,0.2719
1126,0.2962
1131,0.3461
1132,0.2697
1134,0.1272
1137,0.3734
1139,0.125
1140,0.2587
1143,0.3508
1144,0.1463
1149,0.4175
1152,0.1891
1162,0.4245
1168,0.1086
1172,0.3694
1176,0.2871
1182,0.2378
1186,0.4335
1187,0.1655
1189,0.4843
1190,0.2468
1195,0.0774
1196,0.2979
1197,0.4569
1208,0.4345
1211,0.4793
1218,0.3877
1221,0.2255
1223,0.2533
1227,0.3368
1230,0.4197
1231,0.4026
1232,0.1005
1233,0.519
1238,0.3472
1240,0.4098
1242,0.4172
1243,0.3971
1244,0.1779
1245,0.2495
1249,0.4007
1255,0.2978
1257,0.4944
1259,0.2724
1265,0.6364
1267,0.2041
1268,0.2562
1272,0.2381
1275,0.312
1277,0.2955
1278,0.1538
1282,0.3752
1287,0.3071
1289,0.1886
1291,0.349
1299,0.2719
1300,0.3568
1302,0.3318
1303,0.373
1305,0.3736
1307,0.2323
1310,0.4954
1316,0.2556
1319,0.295
1323,0.1425
1326,0.224
1327,0.1487
1328,0.5048
1329,0.3678
1335,0.3099
1337,0.0795
1338,0.3143
1341,0.0761
1348,0.1811
1352,0.3287
1353,0.3613
1368,0.392
1371,0.351
1372,0.3383
1377,0.156
1378,0.3336
1381,0.5362
1382,0.3179
1386,0.1505
1392,0.3866
1395,0.2158
1402,0.3465
1405,0.3232
1406,0.0861
1414,0.198
1417,0.4372
1419,0.4944
1422,0.114
1424,0.4126
1426,0.2868
1428,0.3063
1431,0.3482
1433,0.4198
1434,0.1099
1435,0.083
1436,0.2377
1437,0.241
1438,0.2111
1448,0.1663
1449,0.3676
1451,0.384
1452,0.3452
1453,0.222
1454,0.4969
1458,0.3581
1465,0.0476
1466,0.2688
1470,0.2032
1471,0.2579
1474,0.3619
1476,0.3299
1477,0.2371
1478,0.0707
1479,0.3647
1481,0.1809
1482,0.3423
1490,0.3992
1491,0.3414
1493,0.2814
1498,0.1896
1505,0.1867
1508,0.5004
1509,0.1449
1513,0.4297
1514,0.3477
1518,0.1987
1521,0.3949
1525,0.2937
1527,0.2177
1528,0.2905
1533,0.3984
1536,0.5116
1538,0.1648
1539,0.1857
1549,0.3682
1552,0.3448
1559,0.2164
1560,0.2403
1561,0.3857
1565,0.533
1572,0.2588
1574,0.4205
1578,0.4128
1580,0.1281
1586,0.3326
1598,0.1241
1603,0.2211
1604,0.4187
1608,0.4532
1612,0.371
1613,0.368
1614,0.351
1616,0.1431
1621,0.2662
1623,0.1276
1628,0.399
1629,0.3196
1632,0.1936
1635,0.1265
1644,0.2902
1649,0.2901
1650,0.1535
1659,0.3678
1663,0.2946
1664,0.1603
1666,0.3247
1670,0.0754
1681,0.4962
1688,0.5042
1692,0.0806
1698,0.4276
1708,0.4485
1710,0.2239
1714,0.2754
1715,0.2757
1716,0.2881
1719,0.2824
1720,0.2862
1721,0.5786
1722,0.3104
1723,0.4685
1726,0.4136
1729,0.3765
1730,0.3919
1735,0.1579
1740,0.2033
1744,0.3201
1746,0.2603
1747,0.3242
1749,0.2339
1753,0.3636
1755,0.2808
1758,0.2108
1760,0.1614
1762,0.1934
1765,0.4803
1766,0.3285
1767,0.3333
1769,0.2676
1773,0.5167
1778,0.3119
1779,0.2862
1780,0.2957
1781,0.4255
1787,0.2595
1790,0.155
1792,0.1488
1793,0.2565
1794,0.2688
1799,0.511
1806,0.4476
1808,0.3923
1811,0.314
1813,0.3116
1816,0.583
1817,0.4031
1819,0.2745
1820,0.3072
1822,0.267
1828,0.4118
1829,0.3051
1831,0.3513
1837,0.3164
1841,0.3512
1842,0.2147
1845,0.5725
1852,0.29
1854,0.1273
1855,0.3137
1862,0.2621
1870,0.271
1872,0.4251
1873,0.0686
1874,0.2843
1877,0.1532
1880,0.3494
1883,0.494
1884,0.1722
1889,0.2101
1892,0.1276
1893,0.4048
1904,0.2771
1910,0.5078
1913,0.2972
1919,0.2965
1921,0.249
1925,0.2836
1927,0.246
1929,0.3102
1936,0.0622
1937,0.1039
1939,0.0526
1940,0.0675
1941,0.1306
1943,0.4527
1946,0.0883
1947,0.0647
1949,0.3872
1951,0.0644
1965,0.267
1969,0.1623
1970,0.1314
1974,0.3869
1975,0.2847
1977,0.4144
1981,0.4294
1988,0.5072
1993,0.3567
1994,0.2982
1998,0.2059
1999,0.4271
2003,0.2144
2004,0.4259
2008,0.125
2012,0.1675
2019,0.1479
2023,0.1138
2025,0.2905
2028,0.3157
2029,0.5075
2030,0.164
2033,0.3344
2034,0.2534
2035,0.1753
2036,0.1433
2037,0.0429
2045,0.0603
2046,0.1682
2051,0.1791
2055,0.1591
2056,0.3901
2058,0.4187
2061,0.4386
2069,0.3614
2070,0.2467
2071,0.3882
2079,0.432
2081,0.2088
2082,0.29
2084,0.4163
2087,0.2699
2091,0.184
2092,0.2125
2099,0.1056
2100,0.2549
2101,0.3935
2106,0.2155
2111,0.0996
2116,0.1721
2124,0.3642
2125,0.0927
2126,0.4391
2128,0.3573
2129,0.3314
2131,0.4528
2133,0.2439
2135,0.371
2137,0.1274
2140,0.405
2141,0.079
2142,0.0547
2145,0.0663
2151,0.5094
2152,0.148
2155,0.048
2160,0.3138
2162,0.5669
2164,0.2584
2168,0.1579
2175,0.2399
2185,0.0551
2187,0.5077
2188,0.492
2194,0.1676
2203,0.1112
2206,0.3758
2207,0.2392
2211,0.2671
2212,0.1937
2213,0.489
2216,0.3225
2217,0.4285
2220,0.3614
2221,0.1513
2223,0.2349
2225,0.192
2227,0.2742
2235,0.3598
2237,0.4336
2239,0.156
2242,0.3333
2250,0.1458
2253,0.2419
2258,0.2385
2259,0.3462
2261,0.4348
2264,0.2877
2274,0.3219
2282,0.1442
2285,0.3806
2287,0.2646
2293,0.3007
2301,0.4356
2302,0.3852
2303,0.5933
2307,0.3716
2308,0.3794
2309,0.0723
2312,0.3804
2314,0.3003
2319,0.1527
2320,0.31
2322,0.3181
2329,0.314
2331,0.4859
2332,0.3718
2333,0.4333
2336,0.1724
2354,0.2034
2355,0.1277
2356,0.3227
2359,0.3953
2360,0.2921
2363,0.0631
2365,0.2484
2368,0.0961
2372,0.2283
2375,0.5555
2378,0.0476
2379,0.084
2381,0.2484
2384,0.4372
2385,0.2242
2387,0.0958
2391,0.3751
2398,0.3872
2404,0.5363
2405,0.4599
2409,0.259
2417,0.2565
2418,0.3306
2420,0.2989
2425,0.5161
2426,0.3532
2428,0.4943
2430,0.3529
2434,0.1389
2441,0.3232
2443,0.4669
2445,0.3461
2446,0.3359
2447,0.1819
2449,0.3142
2453,0.2098
2455,0.2322
2456,0.128
2457,0.2898
2459,0.4178
2465,0.2923
2467,0.0891
2471,0.2701
2475,0.0891
2480,0.4083
2481,0.0731
2487,0.3605
2489,0.2788
2490,0.5764
2492,0.297
2493,0.4548
2497,0.1805
2499,0.3678
2503,0.35
2504,0.4437
2505,0.498
2514,0.222
2515,0.1043
2518,0.5085
2523,0.3905
2525,0.0844
2528,0.2781
2529,0.1466
2530,0.3244
2531,0.4166
2533,0.2631
2534,0.2609
2535,0.3046
2536,0.4704
2539,0.2363
2540,0.1537
2543,0.227
2545,0.4804
2554,0.1551
2559,0.6876
2565,0.6016
2569,0.3863
2570,0.446
2572,0.1735
2573,0.341
2575,0.4314
2576,0.4007
2579,0.5005
2580,0.4476
2587,0.3255
2591,0.2862
2593,0.4679
2600,0.044
2601,0.1874
2604,0.2944
2606,0.5288
2607,0.3219
2611,0.3245
2614,0.6255
2616,0.3925
2618,0.0391
2619,0.2272
2621,0.2024
2625,0.0913
2630,0.4523
2637,0.1741
2642,0.4046
2645,0.6349
2646,0.1074
2653,0.2627
2654,0.4885
2665,0.3403
2671,0.1785
2672,0.088
2674,0.281
2675,0.3937
2676,0.0616
2679,0.326
2683,0.4367
2684,0.2946
2698,0.4458
2708,0.3373
2712,0.0903
2716,0.0761
2719,0.3723
2720,0.2511
2723,0.0819
2724,0.4257
2726,0.4357
2728,0.3548
2729,0.1589
2741,0.0565
2744,0.3087
2748,0.4191
2749,0.2357
2751,0.3916
2765,0.1345
2778,0.0666
2785,0.2061
2787,0.1937
2790,0.0803
2791,0.5253
2794,0.133
2796,0.3809
2801,0.0403
2804,0.2138
2805,0.0588
2807,0.1005
2810,0.1405
2812,0.303
2814,0.5539
2817,0.5132
2818,0.3559
2837,0.2771
2839,0.1086
2840,0.4387
2843,0.2392
2851,0.3587
2852,0.4248
2856,0.0868
2858,0.2732
2859,0.0318
2860,0.4093
2862,0.4146
2868,0.2652
2880,0.3614
2881,0.0575
2882,0.2928
2884,0.3755
2888,0.1794
2889,0.0959
2890,0.2668
2892,0.1
2901,0.1814
2904,0.1112
2905,0.0694
2907,0.2698
2911,0.2732
2912,0.2818
2913,0.2427
2918,0.2997
2919,0.1684
2923,0.2922
2926,0.2305
2927,0.2927
2932,0.3011
2935,0.4158
2938,0.3873
2943,0.3312
2951,0.1602
2952,0.1216
2953,0.1013
2957,0.0814
2963,0.0904
2967,0.4143
2968,0.0838
2977,0.2138
2978,0.0806
2980,0.0706
2990,0.1948
2991,0.349
2992,0.1938
2994,0.1298
2997,0.1736
2999,0.3878
3001,0.0565
3005,0.2674
3007,0.3385
3009,0.0547
3020,0.0725
3021,0.0658
3025,0.2882
3027,0.1409
3035,0.2146
3036,0.2042
3037,0.2128
3039,0.4691
3042,0.4241
3049,0.1735
3051,0.4019
3054,0.1303
3057,0.1421
3066,0.4969
3072,0.2593
3073,0.0729
3078,0.2699
3080,0.2528
3089,0.3647
3092,0.3602
3100,0.108
3106,0.2759
3108,0.1309
3110,0.0859
3111,0.3072
3114,0.4325
3120,0.1526
3121,0.4471
3128,0.3809
3138,0.4314
3145,0.264
3155,0.3021
3160,0.427
3167,0.1087
3168,0.2316
3171,0.338
3172,0.0442
3178,0.0691
3180,0.1154
3183,0.5684
3188,0.0467
3193,0.2359
3198,0.3012
3211,0.0737
3221,0.1001
3225,0.1639
3227,0.1068
3229,0.1037
3232,0.0861
3234,0.3051
3238,0.1009
3239,0.0493
3243,0.2335
3244,0.2465
3246,0.1373
3253,0.3039
3261,0.368
3262,0.0895
3264,0.1452
3267,0.5762
3271,0.328
3276,0.1281
3278,0.1488
3282,0.2967
3286,0.1052
3287,0.165
3291,0.4546
3292,0.3132
3298,0.0872
3301,0.0983
3304,0.2599
3305,0.2701
3308,0.1712
3314,0.4463
3315,0.4683
3318,0.2161
3321,0.043
3322,0.5094
3323,0.3799
3326,0.306
3327,0.2889
3336,0.2678
3341,0.1635
3349,0.4095
3351,0.1617
3354,0.362
3355,0.3524
3357,0.2047
3360,0.5158
3369,0.3819
3372,0.0435
3374,0.2745
3377,0.2592
3382,0.6147
3384,0.2354
3388,0.3646
3390,0.4016
3396,0.0537
3397,0.2635
3400,0.2842
3402,0.0913
3405,0.0938
3406,0.5842
3424,0.3053
3427,0.5203
3429,0.104
3433,0.3924
3434,0.0938
3441,0.2206
3449,0.4114
3450,0.1765
3454,0.3751
3455,0.3778
3459,0.1635
3460,0.3486
3462,0.2077
3468,0.377
3470,0.2957
3471,0.5074
3472,0.3865
3477,0.329
3481,0.0671
3484,0.4051
3488,0.0755
3490,0.4209
3492,0.453
3496,0.3598
3503,0.5019
3507,0.176
3509,0.2624
3513,0.071
3520,0.3091
3530,0.1491
3531,0.0896
3532,0.1255
3533,0.1013
3534,0.2208
3535,0.5247
3536,0.2486
3539,0.1853
3542,0.275
3549,0.3093
3552,0.3051
3560,0.4116
3565,0.3138
3566,0.1676
3575,0.1299
3578,0.2655
3580,0.2481
3589,0.2006
3592,0.1591
3594,0.3871
3596,0.23
3599,0.1543
3602,0.2934
3605,0.4079
3606,0.2425
3608,0.1678
3619,0.3691
3620,0.3077
3622,0.3106
3624,0.1827
3637,0.0999
3640,0.1044
3641,0.392
3644,0.3302
3645,0.2781
3647,0.2832
3648,0.2391
3649,0.4204
3657,0.255
3659,0.3346
3663,0.0647
3666,0.1508
3670,0.3107
3671,0.4102
3677,0.1941
3680,0.3441
3681,0.2615
3682,0.3808
3686,0.3037
3696,0.2696
3698,0.2405
3701,0.1801
3713,0.1806
3714,0.0861
3716,0.07
3717,0.2709
3722,0.2971
3724,0.3084
3727,0.3091
3728,0.176
3729,0.0667
3740,0.3726
3741,0.0856
3745,0.2519
3753,0.2856
3766,0.3201
3767,0.3938
3768,0.3527
3775,0.4566
3781,0.3737
3782,0.2418
3784,0.1669
3789,0.4062
3791,0.419
3792,0.2701
3794,0.2583
3795,0.1743
3799,0.1454
3804,0.1677
3807,0.0641
3812,0.3837
3815,0.223
3817,0.3624
3818,0.4986
3819,0.1864
3833,0.3108
3834,0.2507
3836,0.3081
3838,0.3461
3843,0.4357
3844,0.3938
3845,0.4151
3847,0.3756
3848,0.4168
3849,0.1934
3850,0.1271
3851,0.3307
3853,0.3777
3858,0.4368
3859,0.1927
3860,0.2
3867,0.3183
3869,0.3025
3873,0.1126
3874,0.4316
3878,0.0561
3883,0.2314
3885,0.1493
3889,0.4124
3896,0.3159
3897,0.2669
3898,0.4306
3904,0.1894
3906,0.342
3910,0.4276
3911,0.1959
3915,0.3822
3920,0.1804
3921,0.319
3931,0.1993
3936,0.3601
3938,0.3991
3942,0.307
3943,0.1741
3945,0.1819
3946,0.4695
3951,0.376
3956,0.2828
3959,0.1518
3963,0.2903
3964,0.3944
3965,0.2142
3970,0.2577
3972,0.256
3981,0.3723
3986,0.2865
3987,0.3679
3988,0.2427
3989,0.2015
3993,0.2267
3995,0.393
3997,0.4713
4010,0.2966
4020,0.5106
4021,0.3433
4027,0.2152
4028,0.3329
4030,0.3852
4031,0.3269
4037,0.2541
4044,0.3507
4046,0.2536
4049,0.2263
4053,0.4291
4054,0.3813
4055,0.0877
4066,0.3788
4069,0.4024
4074,0.3462
4076,0.2757
4079,0.2447
4082,0.2986
4083,0.4048
4087,0.2064
4089,0.1814
4092,0.3614
4093,0.4918
4096,0.1766
4097,0.2942
4099,0.4051
4104,0.1613
4106,0.4257
4110,0.174
4111,0.4029
4115,0.2814
4118,0.1755
4121,0.3903
4127,0.3826
4135,0.2547
4147,0.3666
4152,0.3668
4157,0.1743
4162,0.281
4164,0.3886
4176,0.1011
4188,0.2019
4190,0.1642
4193,0.2733
4199,0.1756
4208,0.3519
4211,0.1949
4213,0.362
4214,0.1733
4217,0.2307
4218,0.3853
4235,0.2176
4240,0.5182
4249,0.4795
4261,0.1388
4264,0.3181
4266,0.2277
4267,0.1127
4270,0.2337
4276,0.3012
4287,0.1796
4293,0.4686
4294,0.3735
4295,0.4783
4307,0.4709
4316,0.2571
4323,0.2736
4324,0.2556
4326,0.455
4327,0.2978
4328,0.1819
4332,0.3037
4333,0.4491
4339,0.4982
4343,0.2523
4344,0.5154
4351,0.208
4356,0.5684
4357,0.3787
4361,0.4009
4365,0.3831
4367,0.2204
4369,0.2378
4371,0.3708
4372,0.0872
4373,0.2355
4375,0.5615
4378,0.4347
4388,0.1569
4389,0.1804
4396,0.4849
4399,0.3171
4404,0.3057
4407,0.3207
4409,0.2562
4411,0.111
4413,0.3028
4414,0.4634
4421,0.4456
4424,0.3284
4429,0.2385
4432,0.4632
4439,0.3001
4441,0.1818
4442,0.3525
4444,0.3296
4450,0.2564
4457,0.0914
4460,0.3673
4463,0.3308
4464,0.1861
4466,0.4422
4469,0.4536
4479,0.3849
4485,0.3153
4489,0.4373
4491,0.2722
4492,0.3916
4493,0.1989
4494,0.2158
4496,0.3643
4499,0.3194
4508,0.2925
4511,0.257
4512,0.2837
4514,0.2096
4517,0.2947
4525,0.4702
4526,0.2134
4528,0.1917
4532,0.1941
4537,0.397
4547,0.1497
4548,0.4561
4551,0.2304
4552,0.4781
4553,0.3489
4554,0.309
4557,0.2283
4558,0.4209
4559,0.3607
4560,0.2744
4562,0.3305
4565,0.3228
4570,0.2021
4571,0.331
4572,0.1445
4575,0.1566
4576,0.145
4581,0.2984
4583,0.2237
4587,0.4771
4588,0.1941
4590,0.2708
4593,0.3117
4594,0.2325
4605,0.1193
4606,0.4396
4611,0.3405
4612,0.4387
4614,0.0672
4621,0.1152
4622,0.3062
4625,0.5579
4628,0.353
4633,0.1325
4636,0.4024
4638,0.1203
4644,0.3416
4647,0.1957
4651,0.0848
4658,0.238
4661,0.3407
4664,0.281
4670,0.1704
4674,0.4752
4680,0.2249
4681,0.2031
4683,0.2142
4684,0.2286
4685,0.4203
4689,0.1746
4692,0.4702
4695,0.3315
4697,0.1077
4698,0.5527
4700,0.1084
4702,0.4051
4704,0.2373
4712,0.4479
4718,0.1934
4719,0.334
4726,0.1186
4728,0.3132
4730,0.4642
4731,0.4589
4732,0.3992
4736,0.404
4740,0.0976
4744,0.2151
4745,0.1792
4747,0.4137
4756,0.3267
4759,0.3135
4761,0.4235
4764,0.6763
4769,0.3414
4773,0.5089
4774,0.5171
4775,0.2828
4780,0.2466
4782,0.208
4788,0.3773
4789,0.4703
4792,0.1878
4794,0.3528
4797,0.2686
4800,0.3724
4801,0.0524
4803,0.1638
4805,0.4248
4819,0.4551
4822,0.2279
4826,0.5458
4829,0.1715
4831,0.458
4833,0.1341
4836,0.4244
4837,0.1912
4840,0.2229
4843,0.4649
4852,0.5339
4856,0.5305
4857,0.243
4861,0.2685
4862,0.5131
4863,0.5514
4864,0.5373
4867,0.2322
4871,0.3445
4873,0.1482
4874,0.317
4876,0.2919
4877,0.2527
4889,0.1418
4891,0.3195
4892,0.2671
4895,0.2634
4897,0.355
4899,0.1381
4900,0.2621
4901,0.2787
4905,0.1664
4912,0.1317
4919,0.1321
4926,0.2625
4928,0.1147
4929,0.3372
4931,0.2342
4936,0.3862
4937,0.2688
4939,0.1347
4948,0.2786
4955,0.3382
4959,0.2199
4960,0.218
4967,0.0671
4970,0.0852
4973,0.1821
4979,0.0433
4984,0.2211
4985,0.4426
4988,0.1106
4997,0.3121
4998,0.238
4999,0.3027
5000,0.1028
5004,0.3686
5006,0.3684
5008,0.2134
5011,0.3671
5015,0.3752
5022,0.0915
5028,0.1195
5031,0.1653
5032,0.1005
5036,0.2663
5038,0.2235
5039,0.1699
5040,0.1864
5041,0.2424
5043,0.0566
5051,0.2769
5057,0.1144
5060,0.0696
5063,0.2872
5066,0.0854
5067,0.1376
5069,0.5533
5077,0.3379
5078,0.1055
5079,0.2402
5081,0.2282
5085,0.0723
5088,0.1737
5091,0.1556
5094,0.0945
5099,0.3553
5100,0.2089
5106,0.5736
5111,0.109
5114,0.1883
5118,0.0804
5134,0.3981
5135,0.1615
5138,0.0535
5143,0.1693
5145,0.0511
5148,0.1831
5151,0.1372
5162,0.1339
5163,0.3444
5165,0.0671
5169,0.1767
5173,0.4979
5175,0.2406
5176,0.0626
5177,0.2191
5182,0.1544
5190,0.0955
5196,0.1767
5205,0.1201
5207,0.1611
5211,0.2266
5217,0.1333
5220,0.2582
5221,0.2967
5228,0.1332
5233,0.0756
5234,0.2325
5240,0.1642
5244,0.0856
5245,0.1665
5256,0.0704
5257,0.189
5259,0.2702
5261,0.1958
5265,0.2732
5267,0.1803
5268,0.1225
5269,0.2579
5275,0.102
5276,0.3136
5280,0.3045
5281,0.1117
5286,0.2816
5289,0.1509
5290,0.1525
5291,0.3016
5293,0.2064
5297,0.206
5298,0.237
5302,0.3215
5307,0.2701
5309,0.0595
5315,0.27
5318,0.0354
5319,0.3691
5323,0.0518
5324,0.1437
5330,0.2707
5332,0.2561
5333,0.2946
5334,0.2957
5339,0.1866
5347,0.0973
5348,0.1339
5351,0.3395
5353,0.4607
5354,0.3036
5362,0.2875
5366,0.1097
5369,0.0756
5372,0.0883
5377,0.1643
5383,0.375
5384,0.1163
5385,0.1503
5388,0.1912
5389,0.1699
5390,0.1781
5394,0.1191
5396,0.1592
5398,0.0934
5412,0.0917
5413,0.0854
5414,0.1679
5420,0.2229
5424,0.1522
5425,0.079
5426,0.0836
5428,0.0952
5429,0.1766
5432,0.2009
5440,0.269
5442,0.1055
5447,0.5008
5449,0.0499
5451,0.1221
5457,0.3944
5459,0.27
5462,0.2037
5464,0.2408
5466,0.1805
5480,0.0669
5482,0.045
5485,0.1841
5489,0.1581
5491,0.3743
5506,0.2372
5509,0.3583
5511,0.2843
5513,0.0617
5516,0.3555
5517,0.1658
5520,0.4309
5527,0.1761
5529,0.2844
5530,0.2098
5533,0.3022
5534,0.2924
5536,0.0868
5537,0.3023
5540,0.2398
5541,0.1721
5542,0.2372
5544,0.0613
5548,0.1149
5549,0.3713
5551,0.1918
5558,0.1439
5560,0.3427
5561,0.5954
5563,0.2372
5570,0.1715
5575,0.3139
5580,0.2076
5582,0.1864
5583,0.1272
5589,0.3089
5590,0.0819
5591,0.3815
5600,0.2285
5601,0.159
5603,0.1264
5604,0.3722
5610,0.1996
5614,0.1629
5617,0.2955
5620,0.2454
5622,0.0943
5624,0.3953
5636,0.107
5638,0.3747
5639,0.102
5640,0.2301
5641,0.1072
5642,0.0852
5654,0.2595
5657,0.3186
5659,0.2778
5662,0.3049
5667,0.0623
5677,0.293
5678,0.2445
5679,0.1356
5689,0.3218
5692,0.1326
5694,0.1724
5695,0.3158
5697,0.3589
5699,0.1188
5709,0.1995
5711,0.1143
5717,0.1879
5721,0.2706
5722,0.0672
5723,0.3303
5726,0.1131
5727,0.1044
5731,0.4699
5733,0.1176
5735,0.1406
5741,0.408
5742,0.3272
5744,0.17
5746,0.2449
5756,0.0706
5757,0.3414
5759,0.1771
5765,0.25
5767,0.0949
5770,0.149
5772,0.1975
5773,0.0489
5781,0.248
5782,0.1956
5783,0.3006
5785,0.2319
5788,0.1389
5797,0.2356
5798,0.3418
5799,0.4221
5800,0.2086
5801,0.5139
5804,0.0572
5810,0.4426
5812,0.1798
5813,0.2568
5815,0.1464
5819,0.1307
5820,0.1118
5824,0.5459
5825,0.1876
5827,0.1409
5829,0.4914
5830,0.234
5831,0.2813
5834,0.3361
5836,0.1009
5839,0.3531
5841,0.5666
5842,0.2176
5847,0.3343
5850,0.2364
5852,0.297
5855,0.1291
5858,0.4111
5862,0.3441
5865,0.4744
5866,0.5296
5873,0.4054
5875,0.3261
5877,0.3978
5879,0.0984
5882,0.1018
5891,0.3402
5892,0.0656
5900,0.3122
5901,0.3171
5904,0.1697
5905,0.1768
5909,0.4043
5910,0.2045
5911,0.3327
5912,0.1765
5916,0.3823
5919,0.3167
5920,0.2857
5924,0.4024
5927,0.4423
5930,0.6968
5931,0.4878
5932,0.6932
5940,0.2542
5941,0.3286
5942,0.6519
5944,0.3468
5945,0.1587
5954,0.4855
5955,0.3277
5956,0.3562
5958,0.5537
5961,0.3721
5964,0.3787
5967,0.3192
5968,0.2515
5969,0.4968
5971,0.2781
5973,0.1913
5974,0.3177
5976,0.1312
5977,0.3213
5982,0.43
5984,0.1971
5992,0.5839
5994,0.6076
5997,0.0712
5998,0.1626
5999,0.3177
6002,0.3519
6005,0.617
6012,0.4339
6013,0.2929
6015,0.3981
6019,0.0368
6020,0.2509
6022,0.4781
6024,0.0787
6025,0.4639
6026,0.4923
6027,0.1013
6032,0.4204
