ID,Probability
1448,0.3066
1449,0.4577
1451,0.2961
1452,0.4484
1453,0.192
1454,0.442
1458,0.2445
1465,0.0459
1466,0.4065
1470,0.2447
1471,0.2325
1474,0.1974
1476,0.5339
1478,0.0044
1479,0.5539
1481,0.1625
1491,0.0371
1493,0.5179
1498,0.2116
1509,0.1546
1513,0.384
1518,0.3475
1521,0.4261
1527,0.2086
1536,0.1774
1538,0.0542
1539,0.2461
1549,0.2703
1552,0.2776
1559,0.1392
1560,0.1661
1561,0.2042
1572,0.0029
1580,0.0933
1603,0.3444
1614,0.3181
1616,0.1779
1621,0.2889
1623,0.2362
1628,0.3652
1629,0.5713
1632,0.3109
1635,0.032
1649,0.1398
1650,0.1307
1664,0.0045
1666,0.291
1670,0.1035
1692,0.1413
1708,0.3773
1710,0.1089
1714,0.246
1720,0.3445
1722,0.26
1723,0.3559
1735,0.2148
1740,0.3265
1744,0.2748
1746,0.2824
1747,0.3142
1749,0.3503
1753,0.2478
1755,0.0169
1758,0.152
1760,0.0043
1762,0.0479
1766,0.5148
1767,0.3536
1769,0.219
1773,0.2427
1778,0.1461
1779,0.2129
1780,0.2598
1781,0.4905
1787,0.1357
1792,0.1696
1793,0.0057
1794,0.232
1799,0.2581
1806,0.3679
1811,0.0847
1813,0.359
1816,0.3607
1817,0.3101
1819,0.3365
1820,0.3355
1822,0.3108
1828,0.3056
1829,0.2443
1831,0.0462
1837,0.2624
1841,0.5854
1842,0.0565
1852,0.2269
1854,0.1917
1862,0.256
1873,0.0267
1874,0.4406
1877,0.5308
1880,0.3488
1884,0.1824
1892,0.1283
1893,0.6163
1904,0.2474
1913,0.2465
1919,0.3396
1921,0.371
1927,0.0977
1936,0.0024
1937,0.1039
1939,0.0022
1940,0.0024
1941,0.0692
1943,0.4422
1946,0.1493
1947,0.0036
1951,0.0035
1969,0.2601
1970,0.2291
1974,0.0162
1975,0.0028
1977,0.377
1981,0.4364
1998,0.1026
1999,0.4725
2004,0.4908
2008,0.2807
2012,0.2733
2019,0.1293
2028,0.3002
2029,0.5047
2030,0.275
2033,0.3832
2034,0.2908
2035,0.1508
2036,0.2521
2037,0.0753
2045,0.0917
2046,0.1774
2051,0.2159
2055,0.2372
2056,0.0057
2069,0.1418
2070,0.2497
2079,0.2796
2081,0.3331
2082,0.3656
2084,0.4466
2087,0.2764
2091,0.335
2092,0.3546
2099,0.0911
2100,0.2409
2101,0.1764
2106,0.2763
2116,0.1838
2124,0.0682
2125,0.1175
2126,0.4879
2133,0.227
2135,0.4391
2137,0.0182
2140,0.1929
2141,0.0704
2142,0.0434
2145,0.2502
2155,0.0632
2160,0.3235
2162,0.1684
2164,0.1788
2168,0.2008
2175,0.3567
2185,0.0684
2194,0.3138
2203,0.1182
2207,0.3114
2212,0.0025
2213,0.5833
2220,0.4626
2221,0.15
2225,0.143
2227,0.5557
2235,0.283
2237,0.281
2239,0.1305
2242,0.2589
2258,0.2296
2261,0.5272
2264,0.5133
2274,0.2755
2282,0.2227
2285,0.3213
2287,0.0031
2293,0.3467
2303,0.3776
2307,0.6517
2309,0.0045
2312,0.2646
2314,0.1483
2320,0.005
2322,0.3191
2329,0.1985
2331,0.3456
2332,0.0029
2333,0.6209
2336,0.1947
2354,0.003
2355,0.0935
2356,0.3361
2360,0.4222
2363,0.0178
2368,0.0027
2372,0.2119
2375,0.3109
2378,0.0041
2381,0.1788
2387,0.004
2391,0.3342
2404,0.4233
2405,0.4625
2409,0.0055
2417,0.2402
2418,0.3123
2425,0.3825
2428,0.6002
2434,0.1417
2441,0.3388
2443,0.5714
2447,0.1481
2449,0.3254
2453,0.149
2455,0.186
2457,0.3123
2465,0.4272
2467,0.0237
2471,0.1626
2480,0.2992
2481,0.0031
2487,0.0037
2489,0.2247
2493,0.4064
2497,0.1143
2499,0.3158
2503,0.1834
2504,0.294
2515,0.0029
2525,0.1876
2528,0.187
2529,0.278
2530,0.5068
2531,0.6317
2533,0.2801
2534,0.4184
2540,0.2398
2543,0.0026
2545,0.5376
2554,0.2059
2559,0.34
2569,0.4268
2572,0.0195
2575,0.265
2576,0.5185
2600,0.124
2604,0.2435
2611,0.2862
2616,0.4354
2618,0.0026
2619,0.3148
2621,0.0047
2625,0.1411
2637,0.1493
2642,0.1598
2646,0.2273
2653,0.4754
2665,0.3856
2671,0.0862
2672,0.0036
2674,0.4458
2676,0.1286
2684,0.1834
2698,0.2249
2708,0.0029
2712,0.0035
2716,0.0955
2720,0.3193
2723,0.0023
2724,0.4702
2728,0.3843
2729,0.0335
2741,0.0771
2744,0.2285
2751,0.569
2765,0.0042
2778,0.0224
2785,0.0028
2787,0.3726
2790,0.0534
2791,0.6764
2794,0.015
2796,0.2504
2801,0.0279
2805,0.0393
2807,0.1074
2810,0.2201
2817,0.5506
2818,0.274
2843,0.3945
2851,0.3481
2852,0.2148
2856,0.0759
2858,0.3389
2859,0.0474
2862,0.265
2868,0.2923
2881,0.0023
2884,0.4308
2888,0.1361
2889,0.2321
2890,0.6127
2892,0.0035
2901,0.1595
2904,0.2108
2905,0.0063
2907,0.2219
2912,0.3069
2913,0.2309
2918,0.3142
2919,0.1394
2923,0.1932
2926,0.3283
2927,0.2836
2935,0.3375
2938,0.2714
2952,0.1656
2953,0.1869
2957,0.0036
2963,0.1273
2967,0.3074
2968,0.0027
2977,0.1689
2978,0.0037
2980,0.0043
2990,0.1612
2992,0.0204
2994,0.0053
2997,0.003
2999,0.3527
3001,0.1114
3005,0.0391
3007,0.2287
3009,0.0034
3020,0.0027
3021,0.0896
3027,0.0921
3035,0.1431
3037,0.1513
3042,0.0423
3049,0.1579
3057,0.1724
3066,0.4029
3072,0.3691
3073,0.0031
3078,0.2256
3080,0.0038
3089,0.3107
3092,0.4492
3100,0.158
3106,0.0656
3108,0.0401
3110,0.0689
3111,0.2803
3120,0.1841
3145,0.0044
3155,0.0033
3167,0.1247
3171,0.1993
3172,0.0025
3178,0.0035
3180,0.159
3188,0.0041
3193,0.2363
3211,0.0921
3221,0.0029
3225,0.2116
3227,0.1841
3229,0.0723
3232,0.0191
3234,0.6545
3238,0.1378
3239,0.0041
3243,0.2764
3244,0.2696
3246,0.1271
3253,0.004
3262,0.255
3264,0.1947
3271,0.2285
3276,0.1999
3278,0.1915
3286,0.1688
3287,0.2009
3292,0.2769
3298,0.0041
3301,0.1374
3304,0.0282
3308,0.0306
3315,0.2177
3321,0.064
3323,0.0445
3341,0.0045
3351,0.1252
3354,0.4872
3369,0.3041
3372,0.0322
3377,0.0241
3382,0.4459
3384,0.0184
3388,0.3849
3396,0.0112
3400,0.3954
3402,0.2562
3405,0.0037
3424,0.4101
3427,0.2647
3429,0.1082
3433,0.4355
3434,0.0054
3441,0.0029
3449,0.5916
3450,0.1592
3454,0.4601
3455,0.3505
3462,0.345
3468,0.4179
3470,0.1637
3477,0.4054
3484,0.3972
3488,0.2256
3490,0.5389
3496,0.3641
3503,0.4714
3513,0.0312
3520,0.3412
3530,0.2538
3531,0.1919
3532,0.1582
3533,0.005
3534,0.4117
3536,0.0428
3539,0.1905
3542,0.3042
3552,0.1301
3580,0.2194
3589,0.1383
3592,0.1169
3594,0.2516
3596,0.0811
3599,0.1598
3602,0.2969
3606,0.1339
3608,0.3769
3619,0.1942
3620,0.3281
3622,0.5538
3624,0.2706
3637,0.2102
3640,0.0852
3641,0.3219
3644,0.3413
3645,0.196
3647,0.399
3648,0.0034
3649,0.4999
3657,0.1764
3663,0.0136
3666,0.1788
3670,0.4843
3671,0.3193
3677,0.1745
3680,0.572
3681,0.1843
3686,0.2339
3696,0.3715
3713,0.349
3714,0.021
3716,0.1794
3717,0.0363
3722,0.3302
3724,0.2333
3727,0.0033
3728,0.0979
3729,0.1432
3740,0.2278
3741,0.1523
3745,0.2125
3753,0.3611
3766,0.2434
3768,0.3048
3781,0.2195
3782,0.1614
3784,0.2007
3792,0.1966
3795,0.2029
3799,0.1693
3804,0.0795
3807,0.0718
3815,0.2637
3818,0.3738
3819,0.0144
3833,0.5277
3838,0.322
3844,0.039
3845,0.5671
3848,0.0207
3849,0.1547
3850,0.1927
3858,0.2845
3860,0.2217
3869,0.3595
3873,0.2626
3874,0.4671
3878,0.0097
3883,0.3498
3889,0.3521
3896,0.2961
3897,0.4442
3898,0.266
3904,0.1627
3910,0.3398
3911,0.0277
3915,0.232
3920,0.0139
3931,0.1871
3938,0.1731
3942,0.3098
3943,0.0982
3945,0.0046
3946,0.324
3956,0.2273
3959,0.2031
3963,0.4199
3965,0.0287
3972,0.1742
3981,0.1921
3986,0.2569
3987,0.3274
3988,0.2566
3989,0.1326
3993,0.2673
3995,0.3693
3997,0.5135
4010,0.2589
4020,0.5163
4021,0.327
4027,0.1301
4030,0.1975
4031,0.3618
4044,0.3384
4046,0.2916
4049,0.3897
4053,0.3388
4054,0.3877
4066,0.321
4082,0.3408
4083,0.29
4087,0.1595
4089,0.018
4096,0.1513
4097,0.4979
4099,0.3606
4104,0.0703
4110,0.1529
4111,0.3004
4115,0.2079
4118,0.2258
4127,0.3991
4135,0.3472
4147,0.3291
4152,0.1646
4162,0.2852
4176,0.1346
4188,0.0434
4190,0.4185
4208,0.2299
4211,0.2576
4213,0.4517
4214,0.3454
4217,0.2183
4218,0.4693
4235,0.2504
4249,0.5945
4261,0.0319
4267,0.2487
4270,0.2641
4276,0.424
4287,0.1873
4295,0.4534
4316,0.3029
4323,0.2673
4324,0.2597
4326,0.3167
4327,0.2612
4332,0.146
4333,0.3596
4343,0.4656
4351,0.4743
4357,0.2388
4367,0.4793
4371,0.0609
4372,0.1204
4389,0.1614
4404,0.248
4409,0.1228
4411,0.1501
4413,0.3134
4414,0.1206
4421,0.0775
4429,0.2223
4439,0.3197
4441,0.192
4442,0.2333
4444,0.3419
4450,0.0058
4460,0.3614
4463,0.3837
4464,0.2323
4479,0.1677
4485,0.2412
4491,0.2539
4493,0.1608
4494,0.2397
4496,0.4409
4508,0.5953
4511,0.3218
4512,0.046
4514,0.0373
4526,0.255
4528,0.2746
4537,0.5997
4548,0.2517
4551,0.4053
4552,0.0578
4553,0.2348
4554,0.5136
4557,0.2711
4558,0.4886
4559,0.3951
4560,0.1879
4562,0.4481
4570,0.0478
4571,0.4345
4572,0.1693
4575,0.222
4576,0.1674
4581,0.246
4587,0.4382
4593,0.5513
4594,0.2791
4605,0.2333
4611,0.2373
4612,0.3334
4614,0.0153
4621,0.0207
4622,0.4115
4625,0.4822
4628,0.3757
4633,0.0028
4636,0.137
4638,0.02
4644,0.4402
4647,0.1378
4658,0.234
4661,0.251
4670,0.368
4680,0.4589
4681,0.2783
4683,0.1252
4685,0.0355
4692,0.2758
4695,0.4411
4697,0.0125
4700,0.2113
4704,0.2958
4718,0.35
4719,0.3178
4726,0.0557
4728,0.5168
4731,0.5375
4736,0.2983
4740,0.0172
4745,0.5676
4756,0.4834
4764,0.643
4769,0.3596
4773,0.6045
4780,0.4235
4788,0.4601
4794,0.375
4797,0.4459
4800,0.3063
4801,0.0636
4805,0.3487
4822,0.2887
4829,0.3818
4831,0.2505
4833,0.0751
4836,0.3964
4837,0.2014
4840,0.0216
4856,0.5144
4857,0.2624
4861,0.1803
4862,0.3785
4873,0.1907
4874,0.3031
4876,0.3099
4877,0.245
4889,0.122
4892,0.2283
4895,0.3341
4899,0.0047
4900,0.1481
4901,0.2316
4905,0.2212
4912,0.175
4919,0.0028
4926,0.3441
4928,0.2038
4929,0.4457
4931,0.212
4936,0.3917
4937,0.3203
4939,0.3569
4948,0.3778
4959,0.1663
4960,0.2375
4967,0.1256
4970,0.1027
4973,0.1237
4979,0.0899
4984,0.0379
4988,0.3587
4997,0.2583
4998,0.3972
5000,0.1002
5004,0.4652
5006,0.4118
5008,0.2984
5011,0.2799
5022,0.1233
5028,0.1373
5031,0.003
5032,0.1028
5038,0.1895
5039,0.1683
5041,0.2631
5043,0.0655
5051,0.0239
5060,0.1357
5063,0.0312
5067,0.1507
5069,0.4345
5077,0.3784
5078,0.0786
5079,0.2577
5081,0.1742
5085,0.1015
5088,0.2444
5091,0.1686
5094,0.0902
5106,0.4521
5111,0.1005
5134,0.4829
5135,0.2378
5138,0.0915
5143,0.1658
5145,0.0793
5151,0.003
5162,0.1007
5165,0.0417
5169,0.1444
5173,0.292
5175,0.3728
5176,0.0685
5182,0.1603
5190,0.1981
5205,0.0497
5207,0.0043
5211,0.2198
5217,0.309
5220,0.1609
5221,0.1552
5228,0.0462
5233,0.0223
5234,0.1583
5240,0.2785
5244,0.0451
5245,0.118
5256,0.1548
5259,0.2208
5261,0.2159
5265,0.4174
5267,0.1431
5268,0.1821
5269,0.3099
5275,0.2764
5280,0.3768
5281,0.0253
5286,0.3607
5290,0.1835
5291,0.288
5293,0.2232
5297,0.2776
5298,0.261
5302,0.4152
5307,0.2754
5309,0.0068
5318,0.0439
5319,0.6573
5323,0.0662
5330,0.0802
5332,0.1614
5334,0.0909
5339,0.3257
5347,0.1841
5348,0.014
5353,0.3545
5354,0.256
5362,0.2682
5366,0.0697
5369,0.0215
5377,0.3723
5384,0.0292
5385,0.0999
5388,0.2324
5389,0.1004
5390,0.2072
5394,0.0668
5396,0.0372
5398,0.0427
5412,0.0798
5413,0.1843
5414,0.0169
5420,0.2839
5424,0.3179
5425,0.0394
5426,0.1698
5432,0.3075
5440,0.1989
5442,0.1072
5447,0.5163
5449,0.0706
5451,0.2016
5457,0.0365
5459,0.2255
5462,0.1825
5466,0.1409
5480,0.1024
5482,0.0447
5485,0.3323
5489,0.234
5491,0.2207
5506,0.1967
5513,0.088
5516,0.2183
5517,0.2906
5520,0.3275
5527,0.3884
5534,0.3734
5536,0.0952
5537,0.5261
5540,0.2333
5541,0.2041
5544,0.0131
5548,0.0147
5551,0.0147
5558,0.0128
5560,0.2601
5563,0.2807
5580,0.1644
5583,0.1695
5589,0.2426
5590,0.091
5591,0.2853
5600,0.0163
5603,0.0675
5604,0.2874
5614,0.17
5617,0.2441
5620,0.2247
5622,0.0926
5624,0.4076
5636,0.0143
5638,0.6206
5639,0.122
5640,0.198
5641,0.1253
5642,0.0235
5654,0.26
5657,0.24
5659,0.2181
5667,0.0513
5678,0.099
5679,0.0026
5689,0.2682
5692,0.3097
5694,0.18
5695,0.3445
5697,0.538
5699,0.1324
5709,0.0394
5711,0.0206
5717,0.255
5721,0.0404
5722,0.133
5726,0.0551
5727,0.0775
5731,0.2901
5733,0.0646
5735,0.2933
5741,0.2683
5746,0.1771
5756,0.1094
5767,0.1874
5770,0.177
5772,0.3051
5773,0.1247
5781,0.1754
5783,0.2191
5785,0.2697
5788,0.2374
5797,0.1726
5798,0.1988
5799,0.0641
5800,0.1902
5804,0.0024
5810,0.3987
5815,0.12
5819,0.2495
5820,0.1872
5825,0.2546
5827,0.0031
5830,0.1792
5831,0.3182
5834,0.2065
5836,0.1422
5839,0.4126
5842,0.1816
5847,0.2237
5850,0.4724
5852,0.5775
5855,0.244
5858,0.0362
5865,0.4552
5879,0.0026
5882,0.0169
5891,0.4052
5892,0.077
5900,0.4129
5901,0.5167
5904,0.1382
5909,0.3845
5910,0.4597
5912,0.1612
5916,0.2627
5919,0.3955
5920,0.2859
5924,0.3727
5931,0.3581
5942,0.3797
5944,0.293
5945,0.3024
5955,0.3481
5956,0.3042
5964,0.3857
5967,0.3709
5968,0.2141
5973,0.3487
5974,0.2683
5976,0.1114
5977,0.2739
5997,0.0173
5998,0.2123
5999,0.3623
6002,0.2397
6012,0.3074
6013,0.0595
6019,0.0296
6020,0.2456
6022,0.4969
6024,0.1026
6026,0.3835
6027,0.1513
6032,0.206
6037,0.18
6039,0.2632
6048,0.2019
6063,0.1725
6072,0.0724
6077,0.2716
6096,0.0876
6098,0.488
6101,0.6058
6107,0.2007
6113,0.0131
6117,0.0438
6118,0.3375
6123,0.0027
6128,0.2656
6131,0.3591
6134,0.0591
6135,0.2282
6140,0.2511
6143,0.5083
6145,0.6699
6149,0.3501
6152,0.003
6155,0.1287
6157,0.0026
6159,0.1406
6167,0.457
6183,0.004
6190,0.3365
6194,0.3239
6197,0.2695
6199,0.6865
6207,0.1413
6209,0.4055
6211,0.3153
6215,0.2893
6218,0.2896
6219,0.0218
6220,0.3985
6224,0.3301
6230,0.4054
6232,0.3205
6237,0.0673
6238,0.1548
6239,0.0367
6252,0.0036
6256,0.3192
6261,0.2383
6263,0.0027
6281,0.4459
6284,0.4381
6303,0.2208
6308,0.4644
6309,0.0847
6312,0.2067
6315,0.0132
6316,0.1886
6318,0.2968
6322,0.3575
6323,0.2128
6331,0.2806
6337,0.098
6343,0.4616
6345,0.458
6352,0.2409
6354,0.3763
6357,0.058
6360,0.0812
6362,0.387
6364,0.2619
6368,0.4688
6378,0.2074
6381,0.3004
6382,0.5516
6383,0.1751
6385,0.2909
6397,0.3339
6407,0.5081
6414,0.2172
6417,0.5566
6420,0.4704
6427,0.0037
6431,0.2775
6433,0.2276
6436,0.2241
6440,0.4441
6444,0.1076
6447,0.5689
6448,0.1762
6449,0.0606
6453,0.0762
6454,0.318
6455,0.3588
6456,0.4845
6459,0.3168
6460,0.113
6464,0.1486
6467,0.2096
6469,0.169
6471,0.3553
6474,0.3643
6481,0.5028
6484,0.3363
6486,0.2802
6487,0.3456
6494,0.4196
6496,0.5007
6503,0.3739
6504,0.2584
6507,0.2022
6509,0.3224
6511,0.3191
6522,0.4863
6525,0.2793
6528,0.0107
6531,0.1701
6532,0.3436
6537,0.5221
6541,0.3104
6543,0.3271
6553,0.4913
6555,0.3821
6556,0.1926
6562,0.1748
6564,0.3692
6568,0.14
6571,0.3026
6572,0.318
6593,0.2233
6600,0.2683
6604,0.7341
6606,0.0451
6608,0.1471
6610,0.2773
6614,0.178
6615,0.0025
6629,0.0104
6645,0.3517
6646,0.3154
6654,0.2243
6672,0.3101
6690,0.3002
6691,0.5529
6697,0.24
6704,0.3589
6706,0.6232
6715,0.2145
6717,0.709
6724,0.2263
6726,0.1977
6728,0.3871
6732,0.2274
6744,0.493
6746,0.3043
6747,0.26
6755,0.6571
6758,0.5652
6767,0.1239
6771,0.6252
6774,0.3124
6775,0.7084
6777,0.2592
6778,0.528
6782,0.1296
6787,0.2371
6788,0.3908
6790,0.2776
6794,0.1862
6797,0.3271
6798,0.0259
6799,0.3549
6800,0.1034
6801,0.3859
6806,0.3813
6818,0.4144
6819,0.4372
6825,0.454
6831,0.5453
6832,0.2235
6847,0.0056
6849,0.0139
6854,0.1768
6856,0.5474
6858,0.25
6869,0.1141
6878,0.4108
6893,0.2845
6895,0.6152
6910,0.3337
6917,0.3422
6919,0.2214
6923,0.3063
6932,0.414
6935,0.3096
6941,0.3498
6947,0.1508
6951,0.3575
6957,0.46
6963,0.1435
6970,0.4611
6971,0.0033
6975,0.1211
6981,0.4756
6988,0.2295
6995,0.1429
7026,0.6362
7028,0.3612
7041,0.0245
7043,0.303
7053,0.2132
7057,0.6159
7064,0.2674
7074,0.3686
7081,0.1914
7085,0.2592
7086,0.471
7089,0.2097
7099,0.6596
7103,0.2959
7107,0.2804
7128,0.0029
7144,0.4327
7154,0.0032
7157,0.3207
7163,0.1773
7164,0.3011
7165,0.1875
7170,0.0032
7174,0.2733
7178,0.444
7182,0.2697
7184,0.2776
7191,0.3014
7193,0.4244
7203,0.5102
7205,0.354
7206,0.003
7209,0.0507
7210,0.3619
7211,0.0037
7221,0.2133
7228,0.2304
7230,0.3118
7236,0.3786
7256,0.3094
7259,0.2635
7260,0.1449
7267,0.004
7270,0.2106
7273,0.2839
7274,0.0159
7277,0.4991
7278,0.1416
7289,0.5518
7296,0.4296
7305,0.1033
7315,0.0273
7317,0.2066
7323,0.1484
7324,0.1337
7327,0.6425
7334,0.5254
7335,0.5001
7336,0.2733
7338,0.325
7342,0.35
7343,0.0329
7348,0.0036
7352,0.4513
7353,0.2376
7356,0.3178
7366,0.1463
7375,0.0067
7383,0.2117
7388,0.6015
7392,0.4393
7396,0.021
7405,0.0407
7414,0.5988
7427,0.6689
7431,0.3303
7446,0.1111
7448,0.508
7449,0.0334
7451,0.4524
7456,0.0228
7467,0.4375
7471,0.423
7474,0.3998
7483,0.2119
7494,0.3809
7496,0.2953
7499,0.2495
7501,0.2306
7510,0.3611
7515,0.4346
7521,0.3573
7522,0.0154
7526,0.0047
7540,0.4373
7544,0.24
7548,0.118
7554,0.1898
7556,0.4409
7558,0.3182
7563,0.3434
7567,0.1323
7570,0.1768
7571,0.3353
7582,0.4712
7586,0.4332
7595,0.2106
7596,0.2814
7598,0.1545
7600,0.0029
7605,0.1619
7612,0.2278
7617,0.352
7621,0.5402
7630,0.2637
7633,0.5527
7638,0.2536
7639,0.0189
7640,0.3263
7642,0.3571
7653,0.2644
7671,0.2862
7683,0.4128
7694,0.5832
7695,0.2001
7696,0.1894
7700,0.0026
7701,0.2948
7708,0.4928
7711,0.1191
7712,0.6422
7723,0.6744
7725,0.3726
7734,0.2059
7741,0.088
7743,0.126
7744,0.4512
7745,0.3422
7750,0.3428
7753,0.33
7755,0.3273
7758,0.2835
7764,0.3687
7766,0.2406
7767,0.2341
7771,0.005
7780,0.191
7788,0.097
7789,0.2501
7790,0.427
7800,0.3769
7804,0.4047
7808,0.4875
7809,0.443
7814,0.1028
7815,0.4996
7816,0.0035
7818,0.2857
7826,0.4009
7830,0.2712
7845,0.2709
7847,0.2753
7851,0.3161
7852,0.2863
7856,0.3665
7860,0.4571
7866,0.5209
7867,0.2209
7881,0.2289
7895,0.6469
7896,0.2119
7907,0.4521
7913,0.2555
7920,0.5553
7922,0.1796
7927,0.1588
7932,0.1505
7933,0.0332
7935,0.6743
7938,0.2268
7943,0.4218
7950,0.0032
7952,0.3843
7953,0.0378
7956,0.2784
7961,0.3357
7962,0.146
7964,0.2609
7973,0.4159
7978,0.3678
7981,0.442
7986,0.1916
7993,0.215
7994,0.4793
8002,0.0032
8003,0.0197
8012,0.0193
8014,0.4647
8021,0.182
8022,0.2037
8027,0.4211
8029,0.1372
8039,0.2166
8041,0.428
8042,0.6425
8043,0.2726
8046,0.1447
8048,0.1976
8056,0.4658
8076,0.2697
8078,0.1147
8084,0.3713
8088,0.3593
8095,0.2024
8099,0.3243
8104,0.6241
8106,0.3603
8109,0.185
8110,0.209
8112,0.3471
8113,0.6651
8116,0.1419
8119,0.0131
8121,0.1593
8125,0.0031
8127,0.1457
8134,0.5496
8135,0.2611
8136,0.2609
8138,0.3232
8151,0.3349
8153,0.3525
8154,0.1916
8157,0.031
8159,0.0036
8160,0.1789
8164,0.3367
8168,0.402
8171,0.23
8172,0.0468
8181,0.2907
8183,0.2771
8188,0.5556
8191,0.4683
8198,0.3807
8199,0.3502
8207,0.3766
8208,0.0627
8210,0.083
8216,0.02
8221,0.1584
8223,0.1785
8230,0.1512
8237,0.3369
8248,0.3624
8253,0.2379
8254,0.1513
8255,0.2264
8259,0.2435
8263,0.3284
8265,0.3747
8269,0.1112
8273,0.0026
8276,0.1579
8279,0.0033
8282,0.159
8283,0.1992
8284,0.3061
8292,0.3836
8303,0.2613
8310,0.0217
8312,0.3558
8313,0.3684
8318,0.2491
8324,0.004
8328,0.4347
8332,0.0698
8335,0.3531
8336,0.3482
8346,0.525
8348,0.5098
